Id,Odonimo,ID Pianta,Quadrante,offset_y
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10
,,,8,10